file,job_id,classes,samples,pca_dim,feature_depth,vqc_iterations,seed,native_best_accuracy,native_best_runtime_sec,quantum_kernel_accuracy,quantum_kernel_runtime_sec,quantum_kernel_required_speedup,qnn_vqc_accuracy,qnn_vqc_runtime_sec,qnn_vqc_required_speedup
data/raw/perlmutter/digits_expanded/digits_55422138_c4v9_128s_4p_d1_i4_seed13.json,55422138,"4,9",128,4,1,4,13,0.96875,0.014441592007642612,0.96875,5.72001819399884,396.07947593116864,0.8125,0.30785747700429056,21.31741963360894
data/raw/perlmutter/digits_expanded/digits_55422138_c4v9_128s_4p_d3_i4_seed11.json,55422138,"4,9",128,4,3,4,11,1.0,0.01412977700238116,0.9375,5.732154503988568,405.6790495011054,0.5625,0.5480149880022509,38.78440458826059
data/raw/perlmutter/digits_expanded/digits_55422138_c4v9_256s_12p_d1_i3_seed13.json,55422138,"4,9",256,12,1,3,13,1.0,0.01669335000042338,0.96875,5.745564224998816,344.1828168014866,0.671875,1.4492609449953306,86.81666321969972
data/raw/perlmutter/digits_expanded/digits_55422138_c4v9_256s_4p_d2_i4_seed11.json,55422138,"4,9",256,4,2,4,11,1.0,0.01640470999700483,0.90625,5.666424337992794,345.4144778558944,0.75,0.8709349929995369,53.09054492024255
data/raw/perlmutter/digits_expanded/digits_55422138_c5v8_128s_12p_d2_i3_seed13.json,55422138,"5,8",128,12,2,3,13,0.96875,0.01443313600611873,0.78125,6.358947214001091,440.5797334207412,0.6875,0.8639660840126453,59.8599004157086
data/raw/perlmutter/digits_expanded/digits_55422138_c5v8_128s_4p_d1_i4_seed13.json,55422138,"5,8",128,4,1,4,13,1.0,0.014085511997109279,0.875,5.595804846991086,397.2737979378736,0.625,0.31090650499390904,22.072786921605356
data/raw/perlmutter/digits_expanded/digits_55422138_c5v8_128s_4p_d3_i4_seed11.json,55422138,"5,8",128,4,3,4,11,0.96875,0.014159484999254346,0.65625,6.025343824003357,425.534108360626,0.46875,0.5381688350025797,38.00765600097181
data/raw/perlmutter/digits_expanded/digits_55422138_c5v8_256s_12p_d1_i3_seed13.json,55422138,"5,8",256,12,1,3,13,0.96875,0.017306919005932286,0.890625,5.9748675739974715,345.22999569995494,0.59375,1.4547203099937178,84.05426231526731
data/raw/perlmutter/digits_expanded/digits_55422138_c5v8_256s_4p_d2_i4_seed11.json,55422138,"5,8",256,4,2,4,11,0.984375,0.01651205899543129,0.859375,5.69551861200307,344.93085408542686,0.703125,0.8405865539971273,50.907434029257566
data/raw/perlmutter/digits_expanded/digits_55422139_c0v1_128s_16p_d2_i2_seed13.json,55422139,"0,1",128,16,2,2,13,1.0,0.014274094995926134,0.84375,6.549182342001586,458.8159420173917,0.84375,1.1444250630011084,80.17496474051282
data/raw/perlmutter/digits_expanded/digits_55422139_c0v1_128s_8p_d1_i4_seed13.json,55422139,"0,1",128,8,1,4,13,1.0,0.014128803013591096,1.0,6.294043517002137,445.4760612733881,0.90625,0.5585342740087071,39.531606001685304
data/raw/perlmutter/digits_expanded/digits_55422139_c0v1_128s_8p_d3_i4_seed11.json,55422139,"0,1",128,8,3,4,11,1.0,0.014819527990766801,1.0,9.31287127599353,628.4188863367204,0.90625,1.0336737010075012,69.75078434694574
data/raw/perlmutter/digits_expanded/digits_55422139_c0v1_256s_16p_d1_i2_seed13.json,55422139,"0,1",256,16,1,2,13,1.0,0.016827689003548585,1.0,6.174053480994189,366.89847784162276,0.734375,2.003654618994915,119.06891187330528
data/raw/perlmutter/digits_expanded/digits_55422139_c0v1_256s_8p_d2_i4_seed11.json,55422139,"0,1",256,8,2,4,11,1.0,0.0162763529951917,0.953125,6.492074483001488,398.86542672792564,0.90625,1.523517613997683,93.60313176101273
data/raw/perlmutter/digits_expanded/digits_55422139_c3v8_128s_16p_d2_i2_seed13.json,55422139,"3,8",128,16,2,2,13,1.0,0.014121088999672793,0.6875,6.113106329008588,432.9061539906899,0.5625,1.3581337869982235,96.17769472522222
data/raw/perlmutter/digits_expanded/digits_55422139_c3v8_128s_8p_d1_i4_seed13.json,55422139,"3,8",128,8,1,4,13,1.0,0.01408617099514231,0.84375,5.8100838599930285,412.46722491134506,0.5625,0.5562531169998692,39.48930601450856
