base_seed,evidence_scope,exact_quantum_quality,finite_shot_parameter_search,full_algorithm_loop_covered,measurement_contract,measurement_groups,native_quality,outer_optimizer_sampling,quality_gap_median,quality_pass_probability,quality_tolerance,replicates,same_record_quality_shot_trace,sampled_quality_median,seed,shots,source_path,source_record_id,workload
31,same_record_full_application_output,0.8216225570780562,,True,terminal Z0 Bernoulli sampling,,0.8218024506329149,,0.01200000000000001,0.25,0.01,12,True,0.8130000000000001,31,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c47_sim_tfim_7q_10steps_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c47_sim_tfim_7q_10steps_r0_seed31,simulation
31,same_record_full_application_output,0.8216225570780562,,True,terminal Z0 Bernoulli sampling,,0.8218024506329149,,0.0036024506329148664,1.0,0.01,12,True,0.8223999999999999,31,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c47_sim_tfim_7q_10steps_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c47_sim_tfim_7q_10steps_r0_seed31,simulation
31,same_record_full_application_output,0.8216225570780562,,True,terminal Z0 Bernoulli sampling,,0.8218024506329149,,0.0007800000000000029,1.0,0.01,12,True,0.82155,31,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c47_sim_tfim_7q_10steps_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c47_sim_tfim_7q_10steps_r0_seed31,simulation
31,same_record_full_application_output,-0.13193164268309854,,True,terminal Z0 Bernoulli sampling,,0.05328055679997454,,0.17728055679997454,0.0,0.01,12,True,-0.124,31,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c48_sim_heisenberg_4q_4steps_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c48_sim_heisenberg_4q_4steps_r0_seed31,simulation
31,same_record_full_application_output,-0.13193164268309854,,True,terminal Z0 Bernoulli sampling,,0.05328055679997454,,0.18518055679997455,0.0,0.01,12,True,-0.13190000000000002,31,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c48_sim_heisenberg_4q_4steps_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c48_sim_heisenberg_4q_4steps_r0_seed31,simulation
31,same_record_full_application_output,-0.13193164268309854,,True,terminal Z0 Bernoulli sampling,,0.05328055679997454,,0.18510055679997459,0.0,0.01,12,True,-0.13182000000000005,31,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c48_sim_heisenberg_4q_4steps_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c48_sim_heisenberg_4q_4steps_r0_seed31,simulation
31,same_record_full_application_output,-0.07653059994319217,,True,terminal Z0 Bernoulli sampling,,0.05328055679997454,,0.12128055679997449,0.0,0.01,12,True,-0.06799999999999995,31,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c51_sim_heisenberg_4q_10steps_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c51_sim_heisenberg_4q_10steps_r0_seed31,simulation
31,same_record_full_application_output,-0.07653059994319217,,True,terminal Z0 Bernoulli sampling,,0.05328055679997454,,0.12978055679997455,0.0,0.01,12,True,-0.07650000000000001,31,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c51_sim_heisenberg_4q_10steps_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c51_sim_heisenberg_4q_10steps_r0_seed31,simulation
31,same_record_full_application_output,-0.07653059994319217,,True,terminal Z0 Bernoulli sampling,,0.05328055679997454,,0.12971055679997454,0.0,0.01,12,True,-0.07643,31,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c51_sim_heisenberg_4q_10steps_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c51_sim_heisenberg_4q_10steps_r0_seed31,simulation
31,same_record_full_application_output,-0.13003518922488988,,True,terminal Z0 Bernoulli sampling,,-0.02818565466473985,,0.09381434533526015,0.0,0.01,12,True,-0.122,31,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c60_sim_heisenberg_7q_4steps_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c60_sim_heisenberg_7q_4steps_r0_seed31,simulation
31,same_record_full_application_output,-0.13003518922488988,,True,terminal Z0 Bernoulli sampling,,-0.02818565466473985,,0.10171434533526016,0.0,0.01,12,True,-0.12990000000000002,31,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c60_sim_heisenberg_7q_4steps_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c60_sim_heisenberg_7q_4steps_r0_seed31,simulation
31,same_record_full_application_output,-0.13003518922488988,,True,terminal Z0 Bernoulli sampling,,-0.02818565466473985,,0.10173434533526018,0.0,0.01,12,True,-0.12992000000000004,31,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c60_sim_heisenberg_7q_4steps_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c60_sim_heisenberg_7q_4steps_r0_seed31,simulation
31,same_record_full_application_output,-0.06460185083992837,,True,terminal Z0 Bernoulli sampling,,-0.02818565466473985,,0.0278143453352602,0.16666666666666666,0.01,12,True,-0.05600000000000005,31,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c63_sim_heisenberg_7q_10steps_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c63_sim_heisenberg_7q_10steps_r0_seed31,simulation
31,same_record_full_application_output,-0.06460185083992837,,True,terminal Z0 Bernoulli sampling,,-0.02818565466473985,,0.03631434533526015,0.0,0.01,12,True,-0.0645,31,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c63_sim_heisenberg_7q_10steps_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c63_sim_heisenberg_7q_10steps_r0_seed31,simulation
31,same_record_full_application_output,-0.06460185083992837,,True,terminal Z0 Bernoulli sampling,,-0.02818565466473985,,0.03630434533526014,0.0,0.01,12,True,-0.06448999999999999,31,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c63_sim_heisenberg_7q_10steps_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c63_sim_heisenberg_7q_10steps_r0_seed31,simulation
43,same_record_full_application_output,0.820673031863585,,True,terminal Z0 Bernoulli sampling,,0.8218024506329117,,0.010000000000000009,0.5,0.01,12,True,0.8150000000000001,43,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c64_sim_tfim_4q_4steps_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c64_sim_tfim_4q_4steps_r0_seed43,simulation
43,same_record_full_application_output,0.820673031863585,,True,terminal Z0 Bernoulli sampling,,0.8218024506329117,,0.0049000000000000155,0.75,0.01,12,True,0.8193999999999999,43,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c64_sim_tfim_4q_4steps_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c64_sim_tfim_4q_4steps_r0_seed43,simulation
43,same_record_full_application_output,0.820673031863585,,True,terminal Z0 Bernoulli sampling,,0.8218024506329117,,0.0006800000000000139,1.0,0.01,12,True,0.82121,43,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c64_sim_tfim_4q_4steps_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c64_sim_tfim_4q_4steps_r0_seed43,simulation
43,same_record_full_application_output,0.8216225570780517,,True,terminal Z0 Bernoulli sampling,,0.8218024506329117,,0.010000000000000009,0.5,0.01,12,True,0.8150000000000001,43,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c67_sim_tfim_4q_10steps_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c67_sim_tfim_4q_10steps_r0_seed43,simulation
43,same_record_full_application_output,0.8216225570780517,,True,terminal Z0 Bernoulli sampling,,0.8218024506329117,,0.005897549367088306,0.8333333333333334,0.01,12,True,0.8204,43,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c67_sim_tfim_4q_10steps_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c67_sim_tfim_4q_10steps_r0_seed43,simulation
43,same_record_full_application_output,0.8216225570780517,,True,terminal Z0 Bernoulli sampling,,0.8218024506329117,,0.0009975493670882907,1.0,0.01,12,True,0.8221700000000001,43,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c67_sim_tfim_4q_10steps_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c67_sim_tfim_4q_10steps_r0_seed43,simulation
43,same_record_full_application_output,0.8206730318635873,,True,terminal Z0 Bernoulli sampling,,0.8218024506329149,,0.010000000000000009,0.5,0.01,12,True,0.8150000000000001,43,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c76_sim_tfim_7q_4steps_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c76_sim_tfim_7q_4steps_r0_seed43,simulation
43,same_record_full_application_output,0.8206730318635873,,True,terminal Z0 Bernoulli sampling,,0.8218024506329149,,0.0049000000000000155,0.75,0.01,12,True,0.8193999999999999,43,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c76_sim_tfim_7q_4steps_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c76_sim_tfim_7q_4steps_r0_seed43,simulation
43,same_record_full_application_output,0.8206730318635873,,True,terminal Z0 Bernoulli sampling,,0.8218024506329149,,0.0006800000000000139,1.0,0.01,12,True,0.82121,43,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c76_sim_tfim_7q_4steps_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c76_sim_tfim_7q_4steps_r0_seed43,simulation
43,same_record_full_application_output,0.8216225570780562,,True,terminal Z0 Bernoulli sampling,,0.8218024506329149,,0.010000000000000009,0.5,0.01,12,True,0.8150000000000001,43,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c79_sim_tfim_7q_10steps_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c79_sim_tfim_7q_10steps_r0_seed43,simulation
43,same_record_full_application_output,0.8216225570780562,,True,terminal Z0 Bernoulli sampling,,0.8218024506329149,,0.0058975493670850865,0.8333333333333334,0.01,12,True,0.8204,43,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c79_sim_tfim_7q_10steps_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c79_sim_tfim_7q_10steps_r0_seed43,simulation
43,same_record_full_application_output,0.8216225570780562,,True,terminal Z0 Bernoulli sampling,,0.8218024506329149,,0.000997549367085071,1.0,0.01,12,True,0.8221700000000001,43,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c79_sim_tfim_7q_10steps_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c79_sim_tfim_7q_10steps_r0_seed43,simulation
43,same_record_full_application_output,-0.13193164268309854,,True,terminal Z0 Bernoulli sampling,,0.05328055679997454,,0.17828055679997454,0.0,0.01,12,True,-0.125,43,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c80_sim_heisenberg_4q_4steps_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c80_sim_heisenberg_4q_4steps_r0_seed43,simulation
43,same_record_full_application_output,-0.13193164268309854,,True,terminal Z0 Bernoulli sampling,,0.05328055679997454,,0.18518055679997455,0.0,0.01,12,True,-0.13190000000000002,43,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c80_sim_heisenberg_4q_4steps_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c80_sim_heisenberg_4q_4steps_r0_seed43,simulation
43,same_record_full_application_output,-0.13193164268309854,,True,terminal Z0 Bernoulli sampling,,0.05328055679997454,,0.18615055679997453,0.0,0.01,12,True,-0.13287,43,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c80_sim_heisenberg_4q_4steps_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c80_sim_heisenberg_4q_4steps_r0_seed43,simulation
43,same_record_full_application_output,-0.07653059994319217,,True,terminal Z0 Bernoulli sampling,,0.05328055679997454,,0.11828055679997454,0.0,0.01,12,True,-0.065,43,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c83_sim_heisenberg_4q_10steps_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c83_sim_heisenberg_4q_10steps_r0_seed43,simulation
43,same_record_full_application_output,-0.07653059994319217,,True,terminal Z0 Bernoulli sampling,,0.05328055679997454,,0.12978055679997455,0.0,0.01,12,True,-0.07650000000000001,43,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c83_sim_heisenberg_4q_10steps_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c83_sim_heisenberg_4q_10steps_r0_seed43,simulation
43,same_record_full_application_output,-0.07653059994319217,,True,terminal Z0 Bernoulli sampling,,0.05328055679997454,,0.13077055679997454,0.0,0.01,12,True,-0.07749,43,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c83_sim_heisenberg_4q_10steps_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c83_sim_heisenberg_4q_10steps_r0_seed43,simulation
43,same_record_full_application_output,-0.13003518922488988,,True,terminal Z0 Bernoulli sampling,,-0.02818565466473985,,0.09481434533526015,0.0,0.01,12,True,-0.123,43,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c92_sim_heisenberg_7q_4steps_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c92_sim_heisenberg_7q_4steps_r0_seed43,simulation
43,same_record_full_application_output,-0.13003518922488988,,True,terminal Z0 Bernoulli sampling,,-0.02818565466473985,,0.10171434533526016,0.0,0.01,12,True,-0.12990000000000002,43,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c92_sim_heisenberg_7q_4steps_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c92_sim_heisenberg_7q_4steps_r0_seed43,simulation
43,same_record_full_application_output,-0.13003518922488988,,True,terminal Z0 Bernoulli sampling,,-0.02818565466473985,,0.10278434533526012,0.0,0.01,12,True,-0.13096999999999998,43,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c92_sim_heisenberg_7q_4steps_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c92_sim_heisenberg_7q_4steps_r0_seed43,simulation
43,same_record_full_application_output,-0.06460185083992837,,True,terminal Z0 Bernoulli sampling,,-0.02818565466473985,,0.024814345335260196,0.25,0.01,12,True,-0.05300000000000005,43,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c95_sim_heisenberg_7q_10steps_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c95_sim_heisenberg_7q_10steps_r0_seed43,simulation
43,same_record_full_application_output,-0.06460185083992837,,True,terminal Z0 Bernoulli sampling,,-0.02818565466473985,,0.03631434533526015,0.0,0.01,12,True,-0.0645,43,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c95_sim_heisenberg_7q_10steps_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c95_sim_heisenberg_7q_10steps_r0_seed43,simulation
43,same_record_full_application_output,-0.06460185083992837,,True,terminal Z0 Bernoulli sampling,,-0.02818565466473985,,0.037364345335260146,0.0,0.01,12,True,-0.06555,43,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c95_sim_heisenberg_7q_10steps_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c95_sim_heisenberg_7q_10steps_r0_seed43,simulation
17,same_record_full_application_output,0.820673031863585,,True,terminal Z0 Bernoulli sampling,,0.8218024506329117,,0.008000000000000007,0.6666666666666666,0.01,12,True,0.8200000000000001,17,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c96_sim_tfim_4q_4steps_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c96_sim_tfim_4q_4steps_r0_seed17,simulation
17,same_record_full_application_output,0.820673031863585,,True,terminal Z0 Bernoulli sampling,,0.8218024506329117,,0.0049000000000000155,1.0,0.01,12,True,0.82,17,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c96_sim_tfim_4q_4steps_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c96_sim_tfim_4q_4steps_r0_seed17,simulation
17,same_record_full_application_output,0.820673031863585,,True,terminal Z0 Bernoulli sampling,,0.8218024506329117,,0.001662450632911705,1.0,0.01,12,True,0.82014,17,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c96_sim_tfim_4q_4steps_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c96_sim_tfim_4q_4steps_r0_seed17,simulation
17,same_record_full_application_output,0.8216225570780517,,True,terminal Z0 Bernoulli sampling,,0.8218024506329117,,0.008000000000000007,0.6666666666666666,0.01,12,True,0.8200000000000001,17,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c99_sim_tfim_4q_10steps_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c99_sim_tfim_4q_10steps_r0_seed17,simulation
17,same_record_full_application_output,0.8216225570780517,,True,terminal Z0 Bernoulli sampling,,0.8218024506329117,,0.0042000000000000925,1.0,0.01,12,True,0.8210000000000001,17,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c99_sim_tfim_4q_10steps_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c99_sim_tfim_4q_10steps_r0_seed17,simulation
17,same_record_full_application_output,0.8216225570780517,,True,terminal Z0 Bernoulli sampling,,0.8218024506329117,,0.001222450632911598,1.0,0.01,12,True,0.8211,17,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c99_sim_tfim_4q_10steps_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c99_sim_tfim_4q_10steps_r0_seed17,simulation
