base_seed,evidence_scope,exact_quantum_quality,finite_shot_parameter_search,full_algorithm_loop_covered,measurement_contract,measurement_groups,native_quality,outer_optimizer_sampling,quality_gap_median,quality_pass_probability,quality_tolerance,replicates,same_record_quality_shot_trace,sampled_quality_median,seed,shots,source_path,source_record_id,workload
31,same_record_fixed_parameter_output,0.7499999999999993,not covered,False,computational-basis MaxCut sampling at selected parameters,,1.0,,0.25162500000000004,0.0,0.02,12,True,0.748375,31,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c67_qaoa_ring_4n_grid13_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c67_qaoa_ring_4n_grid13_r0_seed31,optimization
31,same_record_fixed_parameter_output,0.7499999999999993,not covered,False,computational-basis MaxCut sampling at selected parameters,,1.0,,0.250355,0.0,0.02,12,True,0.749645,31,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c67_qaoa_ring_4n_grid13_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c67_qaoa_ring_4n_grid13_r0_seed31,optimization
31,same_record_fixed_parameter_output,0.8017527785389225,not covered,False,computational-basis MaxCut sampling at selected parameters,,1.0,,0.2005,0.0,0.02,12,True,0.7995,31,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c71_qaoa_chordal_4n_grid13_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c71_qaoa_chordal_4n_grid13_r0_seed31,optimization
31,same_record_fixed_parameter_output,0.8017527785389225,not covered,False,computational-basis MaxCut sampling at selected parameters,,1.0,,0.19775000000000004,0.0,0.02,12,True,0.8022499999999999,31,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c71_qaoa_chordal_4n_grid13_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c71_qaoa_chordal_4n_grid13_r0_seed31,optimization
31,same_record_fixed_parameter_output,0.8017527785389225,not covered,False,computational-basis MaxCut sampling at selected parameters,,1.0,,0.19825875000000004,0.0,0.02,12,True,0.80174125,31,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c71_qaoa_chordal_4n_grid13_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c71_qaoa_chordal_4n_grid13_r0_seed31,optimization
31,same_record_fixed_parameter_output,0.7499999999999997,not covered,False,computational-basis MaxCut sampling at selected parameters,,1.0,,0.25399999999999995,0.0,0.02,12,True,0.746,31,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c75_qaoa_ladder_4n_grid13_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c75_qaoa_ladder_4n_grid13_r0_seed31,optimization
31,same_record_fixed_parameter_output,0.7499999999999997,not covered,False,computational-basis MaxCut sampling at selected parameters,,1.0,,0.25017500000000004,0.0,0.02,12,True,0.749825,31,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c75_qaoa_ladder_4n_grid13_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c75_qaoa_ladder_4n_grid13_r0_seed31,optimization
31,same_record_fixed_parameter_output,0.7499999999999997,not covered,False,computational-basis MaxCut sampling at selected parameters,,1.0,,0.250315,0.0,0.02,12,True,0.7496849999999999,31,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c75_qaoa_ladder_4n_grid13_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c75_qaoa_ladder_4n_grid13_r0_seed31,optimization
17,same_record_fixed_parameter_output,0.8749999999999991,not covered,False,computational-basis MaxCut sampling at selected parameters,,1.0,,0.12599999999999995,0.0,0.02,12,True,0.8740000000000001,17,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c7_qaoa_ring_7n_grid13_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c7_qaoa_ring_7n_grid13_r0_seed17,optimization
17,same_record_fixed_parameter_output,0.8749999999999991,not covered,False,computational-basis MaxCut sampling at selected parameters,,1.0,,0.12528333333333336,0.0,0.02,12,True,0.8747166666666666,17,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c7_qaoa_ring_7n_grid13_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c7_qaoa_ring_7n_grid13_r0_seed17,optimization
17,same_record_fixed_parameter_output,0.8749999999999991,not covered,False,computational-basis MaxCut sampling at selected parameters,,1.0,,0.12518999999999997,0.0,0.02,12,True,0.8748100000000001,17,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c7_qaoa_ring_7n_grid13_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c7_qaoa_ring_7n_grid13_r0_seed17,optimization
17,same_record_fixed_parameter_output,0.7499999999999993,not covered,False,computational-basis MaxCut sampling at selected parameters,,1.0,,0.24925000000000003,0.0,0.02,12,True,0.75075,17,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c99_qaoa_ring_4n_grid13_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c99_qaoa_ring_4n_grid13_r0_seed17,optimization
17,same_record_fixed_parameter_output,0.7499999999999993,not covered,False,computational-basis MaxCut sampling at selected parameters,,1.0,,0.248075,0.0,0.02,12,True,0.751925,17,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c99_qaoa_ring_4n_grid13_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c99_qaoa_ring_4n_grid13_r0_seed17,optimization
17,same_record_fixed_parameter_output,0.7499999999999993,not covered,False,computational-basis MaxCut sampling at selected parameters,,1.0,,0.2495775,0.0,0.02,12,True,0.7504225,17,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c99_qaoa_ring_4n_grid13_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c99_qaoa_ring_4n_grid13_r0_seed17,optimization
23,same_record_full_application_output,0.820673031863585,,True,terminal Z0 Bernoulli sampling,,0.8218024506329117,,0.016197549367088393,0.3333333333333333,0.01,12,True,0.8250000000000001,23,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c0_sim_tfim_4q_4steps_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c0_sim_tfim_4q_4steps_r0_seed23,simulation
23,same_record_full_application_output,0.820673031863585,,True,terminal Z0 Bernoulli sampling,,0.8218024506329117,,0.004102450632911703,0.9166666666666666,0.01,12,True,0.8199,23,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c0_sim_tfim_4q_4steps_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c0_sim_tfim_4q_4steps_r0_seed23,simulation
23,same_record_full_application_output,0.820673031863585,,True,terminal Z0 Bernoulli sampling,,0.8218024506329117,,0.001662450632911705,1.0,0.01,12,True,0.82014,23,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c0_sim_tfim_4q_4steps_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c0_sim_tfim_4q_4steps_r0_seed23,simulation
17,same_record_full_application_output,0.8206730318635873,,True,terminal Z0 Bernoulli sampling,,0.8218024506329149,,0.008000000000000007,0.6666666666666666,0.01,12,True,0.8200000000000001,17,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c108_sim_tfim_7q_4steps_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c108_sim_tfim_7q_4steps_r0_seed17,simulation
17,same_record_full_application_output,0.8206730318635873,,True,terminal Z0 Bernoulli sampling,,0.8218024506329149,,0.0049000000000000155,1.0,0.01,12,True,0.82,17,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c108_sim_tfim_7q_4steps_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c108_sim_tfim_7q_4steps_r0_seed17,simulation
17,same_record_full_application_output,0.8206730318635873,,True,terminal Z0 Bernoulli sampling,,0.8218024506329149,,0.0016624506329149247,1.0,0.01,12,True,0.82014,17,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c108_sim_tfim_7q_4steps_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c108_sim_tfim_7q_4steps_r0_seed17,simulation
17,same_record_full_application_output,0.8216225570780562,,True,terminal Z0 Bernoulli sampling,,0.8218024506329149,,0.008000000000000007,0.6666666666666666,0.01,12,True,0.8200000000000001,17,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c111_sim_tfim_7q_10steps_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c111_sim_tfim_7q_10steps_r0_seed17,simulation
17,same_record_full_application_output,0.8216225570780562,,True,terminal Z0 Bernoulli sampling,,0.8218024506329149,,0.0042000000000000925,1.0,0.01,12,True,0.8210000000000001,17,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c111_sim_tfim_7q_10steps_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c111_sim_tfim_7q_10steps_r0_seed17,simulation
17,same_record_full_application_output,0.8216225570780562,,True,terminal Z0 Bernoulli sampling,,0.8218024506329149,,0.0012224506329148177,1.0,0.01,12,True,0.8211,17,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c111_sim_tfim_7q_10steps_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c111_sim_tfim_7q_10steps_r0_seed17,simulation
17,same_record_full_application_output,-0.13193164268309854,,True,terminal Z0 Bernoulli sampling,,0.05328055679997454,,0.17928055679997454,0.0,0.01,12,True,-0.126,17,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c112_sim_heisenberg_4q_4steps_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c112_sim_heisenberg_4q_4steps_r0_seed17,simulation
17,same_record_full_application_output,-0.13193164268309854,,True,terminal Z0 Bernoulli sampling,,0.05328055679997454,,0.18428055679997454,0.0,0.01,12,True,-0.131,17,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c112_sim_heisenberg_4q_4steps_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c112_sim_heisenberg_4q_4steps_r0_seed17,simulation
17,same_record_full_application_output,-0.13193164268309854,,True,terminal Z0 Bernoulli sampling,,0.05328055679997454,,0.18430055679997456,0.0,0.01,12,True,-0.13102000000000003,17,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c112_sim_heisenberg_4q_4steps_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c112_sim_heisenberg_4q_4steps_r0_seed17,simulation
17,same_record_full_application_output,-0.07653059994319217,,True,terminal Z0 Bernoulli sampling,,0.05328055679997454,,0.12428055679997449,0.0,0.01,12,True,-0.07099999999999995,17,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c115_sim_heisenberg_4q_10steps_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c115_sim_heisenberg_4q_10steps_r0_seed17,simulation
17,same_record_full_application_output,-0.07653059994319217,,True,terminal Z0 Bernoulli sampling,,0.05328055679997454,,0.12888055679997454,0.0,0.01,12,True,-0.0756,17,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c115_sim_heisenberg_4q_10steps_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c115_sim_heisenberg_4q_10steps_r0_seed17,simulation
17,same_record_full_application_output,-0.07653059994319217,,True,terminal Z0 Bernoulli sampling,,0.05328055679997454,,0.12890055679997456,0.0,0.01,12,True,-0.07562000000000002,17,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c115_sim_heisenberg_4q_10steps_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c115_sim_heisenberg_4q_10steps_r0_seed17,simulation
17,same_record_full_application_output,-0.13003518922488988,,True,terminal Z0 Bernoulli sampling,,-0.02818565466473985,,0.09581434533526015,0.0,0.01,12,True,-0.124,17,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c124_sim_heisenberg_7q_4steps_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c124_sim_heisenberg_7q_4steps_r0_seed17,simulation
17,same_record_full_application_output,-0.13003518922488988,,True,terminal Z0 Bernoulli sampling,,-0.02818565466473985,,0.10081434533526015,0.0,0.01,12,True,-0.129,17,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c124_sim_heisenberg_7q_4steps_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c124_sim_heisenberg_7q_4steps_r0_seed17,simulation
17,same_record_full_application_output,-0.13003518922488988,,True,terminal Z0 Bernoulli sampling,,-0.02818565466473985,,0.10093434533526016,0.0,0.01,12,True,-0.12912,17,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c124_sim_heisenberg_7q_4steps_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c124_sim_heisenberg_7q_4steps_r0_seed17,simulation
17,same_record_full_application_output,-0.06460185083992837,,True,terminal Z0 Bernoulli sampling,,-0.02818565466473985,,0.030999999999999972,0.0,0.01,12,True,-0.059,17,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c127_sim_heisenberg_7q_10steps_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c127_sim_heisenberg_7q_10steps_r0_seed17,simulation
17,same_record_full_application_output,-0.06460185083992837,,True,terminal Z0 Bernoulli sampling,,-0.02818565466473985,,0.03541434533526014,0.0,0.01,12,True,-0.06359999999999999,17,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c127_sim_heisenberg_7q_10steps_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c127_sim_heisenberg_7q_10steps_r0_seed17,simulation
17,same_record_full_application_output,-0.06460185083992837,,True,terminal Z0 Bernoulli sampling,,-0.02818565466473985,,0.03549434533526016,0.0,0.01,12,True,-0.06368000000000001,17,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c127_sim_heisenberg_7q_10steps_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c127_sim_heisenberg_7q_10steps_r0_seed17,simulation
23,same_record_full_application_output,0.8206730318635873,,True,terminal Z0 Bernoulli sampling,,0.8218024506329149,,0.016197549367085173,0.3333333333333333,0.01,12,True,0.8250000000000001,23,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c12_sim_tfim_7q_4steps_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c12_sim_tfim_7q_4steps_r0_seed23,simulation
23,same_record_full_application_output,0.8206730318635873,,True,terminal Z0 Bernoulli sampling,,0.8218024506329149,,0.004102450632914922,0.9166666666666666,0.01,12,True,0.8199,23,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c12_sim_tfim_7q_4steps_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c12_sim_tfim_7q_4steps_r0_seed23,simulation
23,same_record_full_application_output,0.8206730318635873,,True,terminal Z0 Bernoulli sampling,,0.8218024506329149,,0.0016624506329149247,1.0,0.01,12,True,0.82014,23,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c12_sim_tfim_7q_4steps_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c12_sim_tfim_7q_4steps_r0_seed23,simulation
23,same_record_full_application_output,0.8216225570780562,,True,terminal Z0 Bernoulli sampling,,0.8218024506329149,,0.016197549367085173,0.3333333333333333,0.01,12,True,0.8250000000000001,23,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c15_sim_tfim_7q_10steps_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c15_sim_tfim_7q_10steps_r0_seed23,simulation
23,same_record_full_application_output,0.8216225570780562,,True,terminal Z0 Bernoulli sampling,,0.8218024506329149,,0.0039000000000000146,1.0,0.01,12,True,0.8209000000000001,23,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c15_sim_tfim_7q_10steps_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c15_sim_tfim_7q_10steps_r0_seed23,simulation
23,same_record_full_application_output,0.8216225570780562,,True,terminal Z0 Bernoulli sampling,,0.8218024506329149,,0.0013099999999999223,1.0,0.01,12,True,0.8211,23,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c15_sim_tfim_7q_10steps_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c15_sim_tfim_7q_10steps_r0_seed23,simulation
23,same_record_full_application_output,-0.13193164268309854,,True,terminal Z0 Bernoulli sampling,,0.05328055679997454,,0.19528055679997455,0.0,0.01,12,True,-0.14200000000000002,23,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c16_sim_heisenberg_4q_4steps_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c16_sim_heisenberg_4q_4steps_r0_seed23,simulation
23,same_record_full_application_output,-0.13193164268309854,,True,terminal Z0 Bernoulli sampling,,0.05328055679997454,,0.18398055679997458,0.0,0.01,12,True,-0.13070000000000004,23,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c16_sim_heisenberg_4q_4steps_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c16_sim_heisenberg_4q_4steps_r0_seed23,simulation
23,same_record_full_application_output,-0.13193164268309854,,True,terminal Z0 Bernoulli sampling,,0.05328055679997454,,0.18434055679997455,0.0,0.01,12,True,-0.13106,23,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c16_sim_heisenberg_4q_4steps_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c16_sim_heisenberg_4q_4steps_r0_seed23,simulation
23,same_record_full_application_output,-0.07653059994319217,,True,terminal Z0 Bernoulli sampling,,0.05328055679997454,,0.1412805567999745,0.0,0.01,12,True,-0.08799999999999997,23,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c19_sim_heisenberg_4q_10steps_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c19_sim_heisenberg_4q_10steps_r0_seed23,simulation
23,same_record_full_application_output,-0.07653059994319217,,True,terminal Z0 Bernoulli sampling,,0.05328055679997454,,0.12858055679997457,0.0,0.01,12,True,-0.07530000000000003,23,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c19_sim_heisenberg_4q_10steps_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c19_sim_heisenberg_4q_10steps_r0_seed23,simulation
23,same_record_full_application_output,-0.07653059994319217,,True,terminal Z0 Bernoulli sampling,,0.05328055679997454,,0.12894055679997454,0.0,0.01,12,True,-0.07566,23,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c19_sim_heisenberg_4q_10steps_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c19_sim_heisenberg_4q_10steps_r0_seed23,simulation
23,same_record_full_application_output,-0.13003518922488988,,True,terminal Z0 Bernoulli sampling,,-0.02818565466473985,,0.11181434533526016,0.0,0.01,12,True,-0.14,23,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c28_sim_heisenberg_7q_4steps_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c28_sim_heisenberg_7q_4steps_r0_seed23,simulation
23,same_record_full_application_output,-0.13003518922488988,,True,terminal Z0 Bernoulli sampling,,-0.02818565466473985,,0.10051434533526019,0.0,0.01,12,True,-0.12870000000000004,23,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c28_sim_heisenberg_7q_4steps_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c28_sim_heisenberg_7q_4steps_r0_seed23,simulation
23,same_record_full_application_output,-0.13003518922488988,,True,terminal Z0 Bernoulli sampling,,-0.02818565466473985,,0.10097434533526015,0.0,0.01,12,True,-0.12916,23,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c28_sim_heisenberg_7q_4steps_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c28_sim_heisenberg_7q_4steps_r0_seed23,simulation
23,same_record_full_application_output,-0.06460185083992837,,True,terminal Z0 Bernoulli sampling,,-0.02818565466473985,,0.047814345335260106,0.16666666666666666,0.01,12,True,-0.07599999999999996,23,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c31_sim_heisenberg_7q_10steps_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c31_sim_heisenberg_7q_10steps_r0_seed23,simulation
23,same_record_full_application_output,-0.06460185083992837,,True,terminal Z0 Bernoulli sampling,,-0.02818565466473985,,0.03511434533526017,0.0,0.01,12,True,-0.06330000000000002,23,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c31_sim_heisenberg_7q_10steps_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c31_sim_heisenberg_7q_10steps_r0_seed23,simulation
23,same_record_full_application_output,-0.06460185083992837,,True,terminal Z0 Bernoulli sampling,,-0.02818565466473985,,0.03552434533526014,0.0,0.01,12,True,-0.06370999999999999,23,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c31_sim_heisenberg_7q_10steps_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c31_sim_heisenberg_7q_10steps_r0_seed23,simulation
31,same_record_full_application_output,0.820673031863585,,True,terminal Z0 Bernoulli sampling,,0.8218024506329117,,0.01200000000000001,0.25,0.01,12,True,0.811,31,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c32_sim_tfim_4q_4steps_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c32_sim_tfim_4q_4steps_r0_seed31,simulation
31,same_record_full_application_output,0.820673031863585,,True,terminal Z0 Bernoulli sampling,,0.8218024506329117,,0.0039000000000000146,1.0,0.01,12,True,0.8214,31,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c32_sim_tfim_4q_4steps_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c32_sim_tfim_4q_4steps_r0_seed31,simulation
31,same_record_full_application_output,0.820673031863585,,True,terminal Z0 Bernoulli sampling,,0.8218024506329117,,0.001462450632911616,1.0,0.01,12,True,0.82059,31,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c32_sim_tfim_4q_4steps_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c32_sim_tfim_4q_4steps_r0_seed31,simulation
31,same_record_full_application_output,0.8216225570780517,,True,terminal Z0 Bernoulli sampling,,0.8218024506329117,,0.01200000000000001,0.25,0.01,12,True,0.8130000000000001,31,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c35_sim_tfim_4q_10steps_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c35_sim_tfim_4q_10steps_r0_seed31,simulation
31,same_record_full_application_output,0.8216225570780517,,True,terminal Z0 Bernoulli sampling,,0.8218024506329117,,0.003602450632911647,1.0,0.01,12,True,0.8223999999999999,31,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c35_sim_tfim_4q_10steps_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c35_sim_tfim_4q_10steps_r0_seed31,simulation
31,same_record_full_application_output,0.8216225570780517,,True,terminal Z0 Bernoulli sampling,,0.8218024506329117,,0.0007800000000000029,1.0,0.01,12,True,0.82155,31,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c35_sim_tfim_4q_10steps_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c35_sim_tfim_4q_10steps_r0_seed31,simulation
23,same_record_full_application_output,0.8216225570780517,,True,terminal Z0 Bernoulli sampling,,0.8218024506329117,,0.016197549367088393,0.3333333333333333,0.01,12,True,0.8250000000000001,23,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c3_sim_tfim_4q_10steps_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c3_sim_tfim_4q_10steps_r0_seed23,simulation
23,same_record_full_application_output,0.8216225570780517,,True,terminal Z0 Bernoulli sampling,,0.8218024506329117,,0.0039000000000000146,1.0,0.01,12,True,0.8209000000000001,23,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c3_sim_tfim_4q_10steps_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c3_sim_tfim_4q_10steps_r0_seed23,simulation
23,same_record_full_application_output,0.8216225570780517,,True,terminal Z0 Bernoulli sampling,,0.8218024506329117,,0.0013099999999999223,1.0,0.01,12,True,0.8211,23,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c3_sim_tfim_4q_10steps_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c3_sim_tfim_4q_10steps_r0_seed23,simulation
31,same_record_full_application_output,0.8206730318635873,,True,terminal Z0 Bernoulli sampling,,0.8218024506329149,,0.01200000000000001,0.25,0.01,12,True,0.811,31,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c44_sim_tfim_7q_4steps_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c44_sim_tfim_7q_4steps_r0_seed31,simulation
31,same_record_full_application_output,0.8206730318635873,,True,terminal Z0 Bernoulli sampling,,0.8218024506329149,,0.0039000000000000146,1.0,0.01,12,True,0.8214,31,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c44_sim_tfim_7q_4steps_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c44_sim_tfim_7q_4steps_r0_seed31,simulation
31,same_record_full_application_output,0.8206730318635873,,True,terminal Z0 Bernoulli sampling,,0.8218024506329149,,0.0014624506329148357,1.0,0.01,12,True,0.82059,31,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c44_sim_tfim_7q_4steps_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c44_sim_tfim_7q_4steps_r0_seed31,simulation
