file,workload,family,quality_metric,native_runtime_sec,native_selected_model,native_best_quality_model,native_model_count,quantum_runtime_sec,speedup_required,native_quality,quantum_quality,quality_gap,one_qubit_gates,two_qubit_gates,measurement_ops,circuit_evaluations,slurm_job_id,total_runtime_sec,seed,ml_samples,ml_features,ml_classes,ml_dataset,digits_classes,dataset_name,ml_depth,chem_grid,chem_layers,chem_hamiltonian_json,opt_nodes,opt_graph,opt_grid,sim_model,sim_initial_state,sim_qubits,sim_steps,path,status
practical_strongnative_16node_large128c0c63_20260704060230_c0_chem_h2_l1_grid17_r0_seed17.json,chemistry,chemistry_vqe,absolute_energy_error,0.00015171302948147058,exact_diagonalization_numpy,,0,6.624686322000343,43665.90229357622,-1.85727503020238,-1.8456249981377126,0.011650032064667304,1304,326,652,326,strongnative_16node_large128c0c63_20260704060230_c0,6.634895975003019,17,72,4,3,synthetic,"0,1,2",,1,17,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_16node_large128c0c63_20260704060230_c0_chem_h2_l1_grid17_r0_seed17.json,ok
practical_strongnative_16node_large128c0c63_20260704060230_c0_chem_h2_l1_grid25_r2_seed2023.json,chemistry,chemistry_vqe,absolute_energy_error,0.00015239400090649724,exact_diagonalization_numpy,,0,6.99138059298275,45877.00664983773,-1.85727503020238,-1.8566776536800178,0.0005973765223621363,2712,678,1356,678,strongnative_16node_large128c0c63_20260704060230_c0,6.998177113011479,2023,72,4,3,synthetic,"0,1,2",,1,25,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_16node_large128c0c63_20260704060230_c0_chem_h2_l1_grid25_r2_seed2023.json,ok
practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed17.json,ml,multiclass_ml,test_accuracy,0.00016698305262252688,linear_ridge_numpy,linear_ridge_numpy,6,16.246680182986893,97295.38374000914,1.0,0.6875,0.3125,1024,384,512,128,strongnative_16node_large128c0c63_20260704060230_c0,16.49089603003813,17,128,4,3,digits,"0,1,2",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed17.json,ok
practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed23.json,ml,multiclass_ml,test_accuracy,0.0001348109799437225,nearest_centroid_numpy,nearest_centroid_numpy,6,7.368449439993128,54657.63577320723,1.0,0.75,0.25,1024,384,512,128,strongnative_16node_large128c0c63_20260704060230_c0,7.4645284920115955,23,128,4,3,digits,"0,1,2",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed23.json,ok
practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed31.json,ml,multiclass_ml,test_accuracy,0.00014407798880711198,linear_ridge_numpy,linear_ridge_numpy,6,7.064565371023491,49032.926052857074,1.0,0.8125,0.1875,1024,384,512,128,strongnative_16node_large128c0c63_20260704060230_c0,7.15853082499234,31,128,4,3,digits,"0,1,2",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed31.json,ok
practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed43.json,ml,multiclass_ml,test_accuracy,0.00014368700794875622,linear_ridge_numpy,linear_ridge_numpy,6,6.5298901200294495,45445.236930246574,1.0,0.84375,0.15625,1024,384,512,128,strongnative_16node_large128c0c63_20260704060230_c0,6.624088969023433,43,128,4,3,digits,"0,1,2",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed43.json,ok
practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r1_seed1017.json,ml,multiclass_ml,test_accuracy,0.00017062004189938307,nearest_centroid_numpy,nearest_centroid_numpy,6,6.556036435998976,38424.77333269651,1.0,0.75,0.25,1024,384,512,128,strongnative_16node_large128c0c63_20260704060230_c0,6.662913239968475,1017,128,4,3,digits,"0,1,2",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r1_seed1017.json,ok
practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r1_seed1023.json,ml,multiclass_ml,test_accuracy,0.01183991797734052,rbf_kernel_ridge_numpy,rbf_kernel_ridge_numpy,6,6.859786053013522,579.3778357368626,1.0,0.8125,0.1875,1024,384,512,128,strongnative_16node_large128c0c63_20260704060230_c0,6.955464317987207,1023,128,4,3,digits,"0,1,2",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r1_seed1023.json,ok
practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r1_seed1031.json,ml,multiclass_ml,test_accuracy,0.0008101429557427764,knn_numpy,knn_numpy,6,6.471416699991096,7987.993543754019,1.0,0.78125,0.21875,1024,384,512,128,strongnative_16node_large128c0c63_20260704060230_c0,6.56768519396428,1031,128,4,3,digits,"0,1,2",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r1_seed1031.json,ok
practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r1_seed1043.json,ml,multiclass_ml,test_accuracy,0.011868663015775383,rbf_kernel_ridge_numpy,rbf_kernel_ridge_numpy,6,6.4500361229875125,543.4509442566838,1.0,0.90625,0.09375,1024,384,512,128,strongnative_16node_large128c0c63_20260704060230_c0,6.54075509600807,1043,128,4,3,digits,"0,1,2",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r1_seed1043.json,ok
practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r2_seed2017.json,ml,multiclass_ml,test_accuracy,0.00014051096513867378,linear_ridge_numpy,linear_ridge_numpy,6,6.928517968975939,49309.446861588425,1.0,0.78125,0.21875,1024,384,512,128,strongnative_16node_large128c0c63_20260704060230_c0,7.020205551001709,2017,128,4,3,digits,"0,1,2",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r2_seed2017.json,ok
practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r2_seed2023.json,ml,multiclass_ml,test_accuracy,0.0008186399936676025,knn_numpy,knn_numpy,6,6.975194767001085,8520.46665317608,1.0,0.6875,0.3125,1024,384,512,128,strongnative_16node_large128c0c63_20260704060230_c0,7.070715599984396,2023,128,4,3,digits,"0,1,2",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r2_seed2023.json,ok
practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r2_seed2031.json,ml,multiclass_ml,test_accuracy,0.0008163679740391672,knn_numpy,knn_numpy,6,6.441685119003523,7890.663676003621,1.0,0.8125,0.1875,1024,384,512,128,strongnative_16node_large128c0c63_20260704060230_c0,6.532553409051616,2031,128,4,3,digits,"0,1,2",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r2_seed2031.json,ok
practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r2_seed2043.json,ml,multiclass_ml,test_accuracy,0.0001517329947091639,linear_ridge_numpy,linear_ridge_numpy,6,6.2965471699717455,41497.547596952994,1.0,0.875,0.125,1024,384,512,128,strongnative_16node_large128c0c63_20260704060230_c0,6.399594209040515,2043,128,4,3,digits,"0,1,2",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r2_seed2043.json,ok
practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r3_seed3017.json,ml,multiclass_ml,test_accuracy,0.0008035619975998998,knn_numpy,knn_numpy,6,6.8572490499936976,8533.565637094724,1.0,0.75,0.25,1024,384,512,128,strongnative_16node_large128c0c63_20260704060230_c0,6.953273279010318,3017,128,4,3,digits,"0,1,2",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r3_seed3017.json,ok
practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r3_seed3023.json,ml,multiclass_ml,test_accuracy,0.00014588201884180307,linear_ridge_numpy,linear_ridge_numpy,6,6.506923953013029,44604.01634603951,1.0,0.65625,0.34375,1024,384,512,128,strongnative_16node_large128c0c63_20260704060230_c0,6.6066083299811,3023,128,4,3,digits,"0,1,2",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_16node_large128c0c63_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r3_seed3023.json,ok
