case_id,digits_classes,ml_samples,ml_features,ml_depth,seed,quantum_runtime_sec,previous_native_runtime_sec,previous_required_speedup,combined_model,combined_runtime_sec,combined_quality,combined_required_speedup,production_model,production_runtime_sec,production_quality,production_required_speedup
practical_strongnative_32node_large128c0c127_20260704060230_c64_ml_digits_c0v1v2v3_128s_4q_d1_r0_seed17.json,"0,1,2,3",128,4,1,17,13.526082328986377,0.024075958994217217,561.8086628339579,torch_cnn_amp_raw,0.1421180170145817,1.0,95.17500041953556,torch_cnn_amp_raw,0.1421180170145817,1.0,95.17500041953556
practical_strongnative_32node_large128c0c127_20260704060230_c64_ml_digits_c0v1v2v3_128s_4q_d1_r0_seed23.json,"0,1,2,3",128,4,1,23,7.746427391946781,0.009756045998074114,794.013004190013,torch_cnn_amp_raw,0.14875396800925955,0.96875,52.07543365474853,torch_cnn_amp_raw,0.14875396800925955,0.96875,52.07543365474853
practical_strongnative_32node_large128c0c127_20260704060230_c64_ml_digits_c0v1v2v3_128s_4q_d1_r0_seed31.json,"0,1,2,3",128,4,1,31,7.335336064978037,0.011407509970013052,643.0269256183384,torch_cnn_amp_raw,0.14051307697081938,1.0,52.203938758677815,torch_cnn_amp_raw,0.14051307697081938,1.0,52.203938758677815
practical_strongnative_32node_large128c0c127_20260704060230_c64_ml_digits_c0v1v2v3_128s_4q_d1_r0_seed43.json,"0,1,2,3",128,4,1,43,7.0068054869771,0.011602507962379605,603.9043894385785,suite_previous_selected,0.011602507962379605,1.0,603.9043894385785,torch_cnn_amp_raw,0.14884906401857734,1.0,47.07322503621928
practical_strongnative_32node_large128c0c127_20260704060230_c64_ml_digits_c0v1v2v3_128s_4q_d1_r1_seed1017.json,"0,1,2,3",128,4,1,1017,6.753383941017091,0.0008130010101012886,8306.734994309189,suite_previous_selected,0.0008130010101012886,0.96875,8306.734994309189,torch_cnn_amp_raw,0.14171735005220398,0.9375,47.65389656615346
practical_strongnative_32node_large128c0c127_20260704060230_c64_ml_digits_c0v1v2v3_128s_4q_d1_r1_seed1023.json,"0,1,2,3",128,4,1,1023,7.632749103009701,0.0008160879951901734,9352.850609242252,suite_previous_selected,0.0008160879951901734,1.0,9352.850609242252,torch_cnn_amp_raw,0.1568043630104512,1.0,48.67689238022649
practical_strongnative_32node_large128c0c127_20260704060230_c64_ml_digits_c0v1v2v3_128s_4q_d1_r1_seed1031.json,"0,1,2,3",128,4,1,1031,6.985503191011958,0.0008150549838319421,8570.591346083118,suite_previous_selected,0.0008150549838319421,0.96875,8570.591346083118,torch_cnn_amp_raw,0.15099355002166703,0.96875,46.263586689693454
practical_strongnative_32node_large128c0c127_20260704060230_c64_ml_digits_c0v1v2v3_128s_4q_d1_r1_seed1043.json,"0,1,2,3",128,4,1,1043,7.81349530199077,0.011582304956391454,674.6062490505445,torch_cnn_amp_raw,0.15271585702430457,1.0,51.16361492668872,torch_cnn_amp_raw,0.15271585702430457,1.0,51.16361492668872
practical_strongnative_32node_large128c0c127_20260704060230_c64_ml_digits_c0v1v2v3_128s_4q_d1_r2_seed2017.json,"0,1,2,3",128,4,1,2017,7.299164580996148,0.0008692209958098829,8397.363404913232,suite_previous_selected,0.0008692209958098829,1.0,8397.363404913232,torch_cnn_amp_raw,0.15368273801868781,1.0,47.49501912250268
practical_strongnative_32node_large128c0c127_20260704060230_c64_ml_digits_c0v1v2v3_128s_4q_d1_r2_seed2023.json,"0,1,2,3",128,4,1,2023,7.269633202988189,0.00018006796017289162,40371.608563834874,suite_previous_selected,0.00018006796017289162,1.0,40371.608563834874,torch_cnn_amp_raw,0.14272693096427247,0.96875,50.93385777914562
practical_strongnative_32node_large128c0c127_20260704060230_c64_ml_digits_c0v1v2v3_128s_4q_d1_r2_seed2031.json,"0,1,2,3",128,4,1,2031,7.890850390016567,0.011345856997650117,695.4829760018015,torch_cnn_amp_raw,0.14927582099335268,1.0,52.860874169085626,torch_cnn_amp_raw,0.14927582099335268,1.0,52.860874169085626
practical_strongnative_32node_large128c0c127_20260704060230_c64_ml_digits_c0v1v2v3_128s_4q_d1_r2_seed2043.json,"0,1,2,3",128,4,1,2043,9.340031012019608,0.011376756010577083,820.9748897960094,torch_cnn_amp_raw,0.14972117898287252,1.0,62.382831042815056,torch_cnn_amp_raw,0.14972117898287252,1.0,62.382831042815056
practical_strongnative_32node_large128c0c127_20260704060230_c64_ml_digits_c0v1v2v3_128s_4q_d1_r3_seed3017.json,"0,1,2,3",128,4,1,3017,7.731049187015742,0.00013776600826531649,56117.24752978914,torch_cnn_amp_raw,0.14832774398382753,0.96875,52.121396708215784,torch_cnn_amp_raw,0.14832774398382753,0.96875,52.121396708215784
practical_strongnative_32node_large128c0c127_20260704060230_c64_ml_digits_c0v1v2v3_128s_4q_d1_r3_seed3023.json,"0,1,2,3",128,4,1,3023,6.876343333977275,0.0008144750026986003,8442.669586167634,suite_previous_selected,0.0008144750026986003,1.0,8442.669586167634,xgboost_gpu_hist_pca,0.14117425895528868,1.0,48.70819499860157
practical_strongnative_32node_large128c0c127_20260704060230_c64_ml_digits_c0v1v2v3_128s_4q_d1_r3_seed3031.json,"0,1,2,3",128,4,1,3031,6.696224721963517,0.00018548802472651005,36100.57701480547,suite_previous_selected,0.00018548802472651005,0.90625,36100.57701480547,xgboost_gpu_hist_pca,0.14428977196803316,0.875,46.408173154830685
practical_strongnative_32node_large128c0c127_20260704060230_c64_ml_digits_c0v1v2v3_128s_4q_d1_r3_seed3043.json,"0,1,2,3",128,4,1,3043,7.1676565110101365,0.0001408620155416429,50884.239327749565,torch_cnn_amp_raw,0.14368399296654388,1.0,49.884864437746316,torch_cnn_amp_raw,0.14368399296654388,1.0,49.884864437746316
