case_id,digits_classes,ml_samples,ml_features,ml_depth,seed,quantum_runtime_sec,previous_native_runtime_sec,previous_required_speedup,combined_model,combined_runtime_sec,combined_quality,combined_required_speedup,production_model,production_runtime_sec,production_quality,production_required_speedup
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed17.json,"0,1,2",128,4,1,17,13.845152707013767,0.0001646980526857078,84063.85188678812,suite_previous_selected,0.0001646980526857078,1.0,84063.85188678812,torch_cnn_amp_raw,0.8565832620370202,1.0,16.1632305003123
