file,workload,family,quality_metric,native_runtime_sec,native_selected_model,native_best_quality_model,native_model_count,quantum_runtime_sec,speedup_required,native_quality,quantum_quality,quality_gap,one_qubit_gates,two_qubit_gates,measurement_ops,circuit_evaluations,slurm_job_id,total_runtime_sec,seed,ml_samples,ml_features,ml_classes,ml_dataset,digits_classes,dataset_name,problem_name,problem_qubits,ml_depth,chem_grid,chem_layers,chem_hamiltonian_json,chem_native_baselines,opt_nodes,opt_graph,opt_grid,sim_model,sim_initial_state,sim_qubits,sim_steps,sim_native_baselines,path,status
practical_55731015_scale_64n_256g_c0_chem_h2_l1_grid17_r0_seed17.json,chemistry,chemistry_vqe,absolute_energy_error,0.000145401107147336,exact_dense_diagonalization_numpy,sparse_lanczos_eigsh_scipy,2,11.628994646016508,79978.72144283443,-1.8572750302023813,-1.8456249981377126,0.011650032064668636,1304,326,652,326,55731015_scale_64n_256g_c0,11.639384194975719,17,72,4,3,synthetic,"0,1,2",,H2_minimal_2qubit,2,1,17,1,,"dense_exact,sparse_lanczos",4,chordal,7,tfim,auto,4,4,"dense_exact,sparse_krylov",data/raw/perlmutter/practical_suite_sweep/practical_55731015_scale_64n_256g_c0_chem_h2_l1_grid17_r0_seed17.json,ok
practical_55731015_scale_64n_256g_c0_chem_molecular_chain_4q_l1_grid9_r4_seed4031.json,chemistry,chemistry_vqe,absolute_energy_error,0.00016415794380009174,exact_dense_diagonalization_numpy,sparse_lanczos_eigsh_scipy,2,11.82074414996896,72008.35900067087,-1.7057328925529038,-0.9867778142116705,0.7189550783412333,168,63,84,21,55731015_scale_64n_256g_c0,11.832484695944004,4031,72,4,3,synthetic,"0,1,2",,molecular_chain_4q_surrogate,4,1,9,1,benchmarks/workloads/hamiltonians/molecular_chain_4q.json,"dense_exact,sparse_lanczos",4,chordal,7,tfim,auto,4,4,"dense_exact,sparse_krylov",data/raw/perlmutter/practical_suite_sweep/practical_55731015_scale_64n_256g_c0_chem_molecular_chain_4q_l1_grid9_r4_seed4031.json,ok
practical_55731015_scale_64n_256g_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed17.json,ml,multiclass_ml,test_accuracy,0.00016357703134417534,linear_ridge_numpy,linear_ridge_numpy,6,16.473778106970713,100709.60434725674,1.0,0.6875,0.3125,1024,384,512,128,55731015_scale_64n_256g_c0,16.55460715701338,17,128,4,3,digits,"0,1,2",sklearn_digits,,,1,21,1,,"dense_exact,sparse_lanczos",4,chordal,7,tfim,auto,4,4,"dense_exact,sparse_krylov",data/raw/perlmutter/practical_suite_sweep/practical_55731015_scale_64n_256g_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed17.json,ok
practical_55731015_scale_64n_256g_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed31.json,ml,multiclass_ml,test_accuracy,0.00015173398423939943,linear_ridge_numpy,linear_ridge_numpy,6,13.111141509958543,86408.73417831262,1.0,0.8125,0.1875,1024,384,512,128,55731015_scale_64n_256g_c0,13.176824916969053,31,128,4,3,digits,"0,1,2",sklearn_digits,,,1,21,1,,"dense_exact,sparse_lanczos",4,chordal,7,tfim,auto,4,4,"dense_exact,sparse_krylov",data/raw/perlmutter/practical_suite_sweep/practical_55731015_scale_64n_256g_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed31.json,ok
practical_55731015_scale_64n_256g_c0_ml_digits_c0v1v2_128s_4q_d1_r1_seed1017.json,ml,multiclass_ml,test_accuracy,0.000172664993442595,nearest_centroid_numpy,nearest_centroid_numpy,6,11.499084089999087,66597.65746796918,1.0,0.75,0.25,1024,384,512,128,55731015_scale_64n_256g_c0,11.585245686932467,1017,128,4,3,digits,"0,1,2",sklearn_digits,,,1,21,1,,"dense_exact,sparse_lanczos",4,chordal,7,tfim,auto,4,4,"dense_exact,sparse_krylov",data/raw/perlmutter/practical_suite_sweep/practical_55731015_scale_64n_256g_c0_ml_digits_c0v1v2_128s_4q_d1_r1_seed1017.json,ok
practical_55731015_scale_64n_256g_c0_ml_digits_c0v1v2_128s_4q_d1_r1_seed1031.json,ml,multiclass_ml,test_accuracy,0.000798317021690309,knn_numpy,knn_numpy,6,14.279599991044961,17887.12955263084,1.0,0.78125,0.21875,1024,384,512,128,55731015_scale_64n_256g_c0,14.35104954696726,1031,128,4,3,digits,"0,1,2",sklearn_digits,,,1,21,1,,"dense_exact,sparse_lanczos",4,chordal,7,tfim,auto,4,4,"dense_exact,sparse_krylov",data/raw/perlmutter/practical_suite_sweep/practical_55731015_scale_64n_256g_c0_ml_digits_c0v1v2_128s_4q_d1_r1_seed1031.json,ok
practical_55731015_scale_64n_256g_c0_ml_digits_c0v1v2_128s_4q_d1_r2_seed2017.json,ml,multiclass_ml,test_accuracy,0.00015132303815335035,linear_ridge_numpy,linear_ridge_numpy,6,11.313400906976312,74763.24190313535,1.0,0.78125,0.21875,1024,384,512,128,55731015_scale_64n_256g_c0,11.449670471949503,2017,128,4,3,digits,"0,1,2",sklearn_digits,,,1,21,1,,"dense_exact,sparse_lanczos",4,chordal,7,tfim,auto,4,4,"dense_exact,sparse_krylov",data/raw/perlmutter/practical_suite_sweep/practical_55731015_scale_64n_256g_c0_ml_digits_c0v1v2_128s_4q_d1_r2_seed2017.json,ok
practical_55731015_scale_64n_256g_c0_ml_digits_c0v1v2_128s_4q_d1_r2_seed2031.json,ml,multiclass_ml,test_accuracy,0.0007818249287083745,rbf_kernel_ridge_numpy,rbf_kernel_ridge_numpy,6,11.96544304699637,15304.50438151679,1.0,0.8125,0.1875,1024,384,512,128,55731015_scale_64n_256g_c0,12.034505237010308,2031,128,4,3,digits,"0,1,2",sklearn_digits,,,1,21,1,,"dense_exact,sparse_lanczos",4,chordal,7,tfim,auto,4,4,"dense_exact,sparse_krylov",data/raw/perlmutter/practical_suite_sweep/practical_55731015_scale_64n_256g_c0_ml_digits_c0v1v2_128s_4q_d1_r2_seed2031.json,ok
practical_55731015_scale_64n_256g_c0_ml_digits_c0v1v2_128s_4q_d1_r3_seed3017.json,ml,multiclass_ml,test_accuracy,0.0008050599135458469,knn_numpy,knn_numpy,6,12.751845540013164,15839.623021159116,1.0,0.75,0.25,1024,384,512,128,55731015_scale_64n_256g_c0,12.83277955709491,3017,128,4,3,digits,"0,1,2",sklearn_digits,,,1,21,1,,"dense_exact,sparse_lanczos",4,chordal,7,tfim,auto,4,4,"dense_exact,sparse_krylov",data/raw/perlmutter/practical_suite_sweep/practical_55731015_scale_64n_256g_c0_ml_digits_c0v1v2_128s_4q_d1_r3_seed3017.json,ok
practical_55731015_scale_64n_256g_c0_ml_digits_c0v1v2_128s_4q_d1_r3_seed3031.json,ml,multiclass_ml,test_accuracy,0.000780812930315733,rbf_kernel_ridge_numpy,rbf_kernel_ridge_numpy,6,21.83271504100412,27961.51830141408,1.0,0.78125,0.21875,1024,384,512,128,55731015_scale_64n_256g_c0,21.897213320015,3031,128,4,3,digits,"0,1,2",sklearn_digits,,,1,21,1,,"dense_exact,sparse_lanczos",4,chordal,7,tfim,auto,4,4,"dense_exact,sparse_krylov",data/raw/perlmutter/practical_suite_sweep/practical_55731015_scale_64n_256g_c0_ml_digits_c0v1v2_128s_4q_d1_r3_seed3031.json,ok
