file,workload,family,quality_metric,native_runtime_sec,native_selected_model,native_best_quality_model,native_model_count,quantum_runtime_sec,speedup_required,native_quality,quantum_quality,quality_gap,one_qubit_gates,two_qubit_gates,measurement_ops,circuit_evaluations,slurm_job_id,total_runtime_sec,seed,ml_samples,ml_features,ml_classes,ml_dataset,digits_classes,dataset_name,problem_name,problem_qubits,ml_depth,chem_grid,chem_layers,chem_hamiltonian_json,chem_native_baselines,opt_nodes,opt_graph,opt_grid,sim_model,sim_initial_state,sim_qubits,sim_steps,sim_native_baselines,path,status
practical_55782694_review_stress_1n_4g_chem_h2o_8q_l3_grid65_seed17.json,chemistry,chemistry_vqe,absolute_energy_error,0.011885158997756662,exact_dense_diagonalization_numpy,exact_dense_diagonalization_numpy,2,22.730332038001507,1912.4970934164098,-74.97036281676164,-73.49591004032254,1.4744527764390938,6384,2793,1064,133,55782694,22.88673273599852,17,72,4,3,synthetic,"0,1,2",,h2o_sto3g_active_8q,8,1,65,3,benchmarks/workloads/hamiltonians/h2o_sto3g_active_8q.json,"dense_exact,sparse_lanczos",4,chordal,7,tfim,auto,4,4,"dense_exact,sparse_krylov",data/raw/perlmutter/practical_suite_sweep/practical_55782694_review_stress_1n_4g_chem_h2o_8q_l3_grid65_seed17.json,ok
practical_55782694_review_stress_1n_4g_ml_digits_512s_12q_d3_seed17.json,ml,multiclass_ml,test_accuracy,0.006948712001758395,knn_numpy,rbf_kernel_ridge_numpy,6,23.221348352999485,3341.8205197054135,1.0,0.5703125,0.4296875,36864,16896,6144,512,55782694,23.399400489997788,17,512,12,4,digits,"0,1,2,3",sklearn_digits,,,3,21,1,,"dense_exact,sparse_lanczos",4,chordal,7,tfim,auto,4,4,"dense_exact,sparse_krylov",data/raw/perlmutter/practical_suite_sweep/practical_55782694_review_stress_1n_4g_ml_digits_512s_12q_d3_seed17.json,ok
practical_55782694_review_stress_1n_4g_qaoa_chordal_20n_grid5_seed17.json,optimization,optimization_qaoa,approximation_ratio,0.00017223199756699614,greedy_assignment_numpy,,4,92.78325197899903,538710.885838199,20,15.873160171778956,0.20634199141105225,1550,1100,500,25,55782694,95.98624232300062,17,72,4,3,synthetic,"0,1,2",,small_maxcut,20,1,21,1,,"dense_exact,sparse_lanczos",20,chordal,5,tfim,auto,4,4,"dense_exact,sparse_krylov",data/raw/perlmutter/practical_suite_sweep/practical_55782694_review_stress_1n_4g_qaoa_chordal_20n_grid5_seed17.json,ok
practical_55782694_review_stress_1n_4g_sim_heisenberg_12q_16steps_seed17.json,simulation,hamiltonian_simulation,absolute_observable_error,0.11176727400015807,sparse_krylov_expm_multiply_scipy,sparse_krylov_expm_multiply_scipy,1,12.047162516999379,107.78792472814843,0.028200147051155394,-0.050342294974168256,0.07854244202532365,2134,1056,12,1,55782694,22.845157534000464,17,72,4,3,synthetic,"0,1,2",,heisenberg,12,1,21,1,,"dense_exact,sparse_lanczos",4,chordal,7,heisenberg,auto,12,16,sparse_krylov,data/raw/perlmutter/practical_suite_sweep/practical_55782694_review_stress_1n_4g_sim_heisenberg_12q_16steps_seed17.json,ok
