record_id,workload,family,structural_config_id,ladder_group_id,independent_instance_id,seed,base_seed,repeat_round,quality_metric,native_quality,quantum_quality,quality_gap,default_tolerance,tolerance_multiplier,tolerance,noiseless_quality_pass,quality_status,measured_ladder_points,measured_ladder_fields,finite_shot_status,finite_shot_pass_probability,quality_ci_low,quality_ci_high,measurement_contract,measurement_contract_note,hardware_target_eligible,exclusion_reason
practical_strongnative_32node_large128c0c127_20260704060230_c0_chem_h2_l1_grid17_r0_seed17,chemistry,chemistry_vqe,cfg-fc32a2f743b27f2d,ladder-ee9952595d8aecff,instance-dec041fb08f7ad22,17,17,0,absolute_energy_error,-1.85727503020238,-1.8456249981377126,0.011650032064667304,0.01,0.5,0.005,False,quality_fail_with_measured_ladder,8,"chem_grid,chem_layers",missing_same_record_quality_shot_trace,,,,compiled_subset_only,"QWC schedules exist for controlled H2/chain attachments, not every record as a sampled quality trace.",False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_chem_h2_l1_grid17_r0_seed17,chemistry,chemistry_vqe,cfg-fc32a2f743b27f2d,ladder-ee9952595d8aecff,instance-dec041fb08f7ad22,17,17,0,absolute_energy_error,-1.85727503020238,-1.8456249981377126,0.011650032064667304,0.01,1.0,0.01,False,quality_fail_with_measured_ladder,8,"chem_grid,chem_layers",missing_same_record_quality_shot_trace,,,,compiled_subset_only,"QWC schedules exist for controlled H2/chain attachments, not every record as a sampled quality trace.",False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_chem_h2_l1_grid17_r0_seed17,chemistry,chemistry_vqe,cfg-fc32a2f743b27f2d,ladder-ee9952595d8aecff,instance-dec041fb08f7ad22,17,17,0,absolute_energy_error,-1.85727503020238,-1.8456249981377126,0.011650032064667304,0.01,2.0,0.02,True,quality_pass,8,"chem_grid,chem_layers",missing_same_record_quality_shot_trace,,,,compiled_subset_only,"QWC schedules exist for controlled H2/chain attachments, not every record as a sampled quality trace.",False,finite_shot_quality_and_full_compiled_coverage_missing
practical_strongnative_32node_large128c0c127_20260704060230_c0_chem_h2_l1_grid25_r2_seed2023,chemistry,chemistry_vqe,cfg-bf9e4412fd0edb66,ladder-ee9952595d8aecff,instance-175998356604cdd9,2023,23,2,absolute_energy_error,-1.85727503020238,-1.8566776536800178,0.0005973765223621363,0.01,0.5,0.005,True,quality_pass,8,"chem_grid,chem_layers",missing_same_record_quality_shot_trace,,,,compiled_subset_only,"QWC schedules exist for controlled H2/chain attachments, not every record as a sampled quality trace.",False,finite_shot_quality_and_full_compiled_coverage_missing
practical_strongnative_32node_large128c0c127_20260704060230_c0_chem_h2_l1_grid25_r2_seed2023,chemistry,chemistry_vqe,cfg-bf9e4412fd0edb66,ladder-ee9952595d8aecff,instance-175998356604cdd9,2023,23,2,absolute_energy_error,-1.85727503020238,-1.8566776536800178,0.0005973765223621363,0.01,1.0,0.01,True,quality_pass,8,"chem_grid,chem_layers",missing_same_record_quality_shot_trace,,,,compiled_subset_only,"QWC schedules exist for controlled H2/chain attachments, not every record as a sampled quality trace.",False,finite_shot_quality_and_full_compiled_coverage_missing
practical_strongnative_32node_large128c0c127_20260704060230_c0_chem_h2_l1_grid25_r2_seed2023,chemistry,chemistry_vqe,cfg-bf9e4412fd0edb66,ladder-ee9952595d8aecff,instance-175998356604cdd9,2023,23,2,absolute_energy_error,-1.85727503020238,-1.8566776536800178,0.0005973765223621363,0.01,2.0,0.02,True,quality_pass,8,"chem_grid,chem_layers",missing_same_record_quality_shot_trace,,,,compiled_subset_only,"QWC schedules exist for controlled H2/chain attachments, not every record as a sampled quality trace.",False,finite_shot_quality_and_full_compiled_coverage_missing
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed17,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-8a079ccafddef139,17,17,0,test_accuracy,1.0,0.6875,0.3125,0.02,0.5,0.01,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed17,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-8a079ccafddef139,17,17,0,test_accuracy,1.0,0.6875,0.3125,0.02,1.0,0.02,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed17,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-8a079ccafddef139,17,17,0,test_accuracy,1.0,0.6875,0.3125,0.02,2.0,0.04,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed23,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-706b60d16827bc1c,23,23,0,test_accuracy,1.0,0.75,0.25,0.02,0.5,0.01,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed23,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-706b60d16827bc1c,23,23,0,test_accuracy,1.0,0.75,0.25,0.02,1.0,0.02,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed23,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-706b60d16827bc1c,23,23,0,test_accuracy,1.0,0.75,0.25,0.02,2.0,0.04,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed31,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-b5f12e90132de9c7,31,31,0,test_accuracy,1.0,0.8125,0.1875,0.02,0.5,0.01,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed31,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-b5f12e90132de9c7,31,31,0,test_accuracy,1.0,0.8125,0.1875,0.02,1.0,0.02,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed31,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-b5f12e90132de9c7,31,31,0,test_accuracy,1.0,0.8125,0.1875,0.02,2.0,0.04,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed43,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-b8ad53d028af89bb,43,43,0,test_accuracy,1.0,0.84375,0.15625,0.02,0.5,0.01,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed43,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-b8ad53d028af89bb,43,43,0,test_accuracy,1.0,0.84375,0.15625,0.02,1.0,0.02,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r0_seed43,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-b8ad53d028af89bb,43,43,0,test_accuracy,1.0,0.84375,0.15625,0.02,2.0,0.04,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r1_seed1017,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-e4dd40fcbc9e16f9,1017,17,1,test_accuracy,1.0,0.75,0.25,0.02,0.5,0.01,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r1_seed1017,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-e4dd40fcbc9e16f9,1017,17,1,test_accuracy,1.0,0.75,0.25,0.02,1.0,0.02,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r1_seed1017,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-e4dd40fcbc9e16f9,1017,17,1,test_accuracy,1.0,0.75,0.25,0.02,2.0,0.04,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r1_seed1023,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-9e6e881e8cf38f76,1023,23,1,test_accuracy,1.0,0.8125,0.1875,0.02,0.5,0.01,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r1_seed1023,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-9e6e881e8cf38f76,1023,23,1,test_accuracy,1.0,0.8125,0.1875,0.02,1.0,0.02,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r1_seed1023,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-9e6e881e8cf38f76,1023,23,1,test_accuracy,1.0,0.8125,0.1875,0.02,2.0,0.04,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r1_seed1031,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-b8a2939aeab42387,1031,31,1,test_accuracy,1.0,0.78125,0.21875,0.02,0.5,0.01,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r1_seed1031,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-b8a2939aeab42387,1031,31,1,test_accuracy,1.0,0.78125,0.21875,0.02,1.0,0.02,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r1_seed1031,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-b8a2939aeab42387,1031,31,1,test_accuracy,1.0,0.78125,0.21875,0.02,2.0,0.04,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r1_seed1043,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-4eb44dc06456cd5e,1043,43,1,test_accuracy,1.0,0.90625,0.09375,0.02,0.5,0.01,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r1_seed1043,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-4eb44dc06456cd5e,1043,43,1,test_accuracy,1.0,0.90625,0.09375,0.02,1.0,0.02,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r1_seed1043,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-4eb44dc06456cd5e,1043,43,1,test_accuracy,1.0,0.90625,0.09375,0.02,2.0,0.04,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r2_seed2017,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-76a10e313b695c04,2017,17,2,test_accuracy,1.0,0.78125,0.21875,0.02,0.5,0.01,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r2_seed2017,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-76a10e313b695c04,2017,17,2,test_accuracy,1.0,0.78125,0.21875,0.02,1.0,0.02,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r2_seed2017,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-76a10e313b695c04,2017,17,2,test_accuracy,1.0,0.78125,0.21875,0.02,2.0,0.04,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r2_seed2023,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-7739689fb9edaf54,2023,23,2,test_accuracy,1.0,0.6875,0.3125,0.02,0.5,0.01,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r2_seed2023,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-7739689fb9edaf54,2023,23,2,test_accuracy,1.0,0.6875,0.3125,0.02,1.0,0.02,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r2_seed2023,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-7739689fb9edaf54,2023,23,2,test_accuracy,1.0,0.6875,0.3125,0.02,2.0,0.04,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r2_seed2031,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-a91e4f4f37314718,2031,31,2,test_accuracy,1.0,0.8125,0.1875,0.02,0.5,0.01,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r2_seed2031,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-a91e4f4f37314718,2031,31,2,test_accuracy,1.0,0.8125,0.1875,0.02,1.0,0.02,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r2_seed2031,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-a91e4f4f37314718,2031,31,2,test_accuracy,1.0,0.8125,0.1875,0.02,2.0,0.04,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r2_seed2043,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-ab96fee798ab5d30,2043,43,2,test_accuracy,1.0,0.875,0.125,0.02,0.5,0.01,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r2_seed2043,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-ab96fee798ab5d30,2043,43,2,test_accuracy,1.0,0.875,0.125,0.02,1.0,0.02,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r2_seed2043,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-ab96fee798ab5d30,2043,43,2,test_accuracy,1.0,0.875,0.125,0.02,2.0,0.04,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r3_seed3017,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-78a752cd0a9f39c2,3017,17,3,test_accuracy,1.0,0.75,0.25,0.02,0.5,0.01,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r3_seed3017,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-78a752cd0a9f39c2,3017,17,3,test_accuracy,1.0,0.75,0.25,0.02,1.0,0.02,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r3_seed3017,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-78a752cd0a9f39c2,3017,17,3,test_accuracy,1.0,0.75,0.25,0.02,2.0,0.04,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r3_seed3023,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-b1a2814a9998f31b,3023,23,3,test_accuracy,1.0,0.65625,0.34375,0.02,0.5,0.01,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r3_seed3023,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-b1a2814a9998f31b,3023,23,3,test_accuracy,1.0,0.65625,0.34375,0.02,1.0,0.02,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r3_seed3023,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-b1a2814a9998f31b,3023,23,3,test_accuracy,1.0,0.65625,0.34375,0.02,2.0,0.04,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r3_seed3031,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-0ee01cc13385a7c1,3031,31,3,test_accuracy,1.0,0.78125,0.21875,0.02,0.5,0.01,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r3_seed3031,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-0ee01cc13385a7c1,3031,31,3,test_accuracy,1.0,0.78125,0.21875,0.02,1.0,0.02,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
practical_strongnative_32node_large128c0c127_20260704060230_c0_ml_digits_c0v1v2_128s_4q_d1_r3_seed3031,ml,multiclass_ml,cfg-d2951f9fa61b071a,ladder-6e22e092927ce388,instance-0ee01cc13385a7c1,3031,31,3,test_accuracy,1.0,0.78125,0.21875,0.02,2.0,0.04,False,quality_fail_with_measured_ladder,2,ml_depth,missing_same_record_quality_shot_trace,,,,unsupported_amplitude_feature_readout,The controlled QFeature path uses Z expectations and real state amplitudes; the latter lack a physical measurement contract.,False,noiseless_application_quality_gate_failed
