file,workload,family,quality_metric,native_runtime_sec,quantum_runtime_sec,speedup_required,native_quality,quantum_quality,quality_gap,one_qubit_gates,two_qubit_gates,measurement_ops,circuit_evaluations,slurm_job_id,total_runtime_sec,seed,ml_samples,ml_features,ml_classes,ml_dataset,digits_classes,dataset_name,ml_depth,chem_grid,chem_layers,chem_hamiltonian_json,opt_nodes,opt_graph,opt_grid,sim_model,sim_initial_state,sim_qubits,sim_steps,path,status
practical_55453130_ml_digits_c0v1v2_128s_4q_d1_seed17.json,ml,multiclass_ml,test_accuracy,0.010591824975563213,14.119423612981336,1333.0491813787307,1.0,0.6875,0.3125,1024,384,512,128,55453130,14.321010643994668,17,128,4,3,digits,"0,1,2",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2_128s_4q_d1_seed17.json,ok
practical_55453130_ml_digits_c0v1v2_128s_4q_d2_seed17.json,ml,multiclass_ml,test_accuracy,0.009622916986700147,12.049296982993837,1252.1459968580416,1.0,0.71875,0.28125,2048,768,512,128,55453130,12.13280878198566,17,128,4,3,digits,"0,1,2",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2_128s_4q_d2_seed17.json,ok
practical_55453130_ml_digits_c0v1v2_128s_6q_d1_seed17.json,ml,multiclass_ml,test_accuracy,0.009726807998958975,9.51630812897929,978.3587925245143,1.0,0.625,0.375,1536,640,768,128,55453130,9.595280970999738,17,128,6,3,digits,"0,1,2",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2_128s_6q_d1_seed17.json,ok
practical_55453130_ml_digits_c0v1v2_128s_6q_d1_seed23.json,ml,multiclass_ml,test_accuracy,0.009742128982907161,5.918931094987784,607.5603295103888,1.0,0.75,0.25,1536,640,768,128,55453130,5.999487027991563,23,128,6,3,digits,"0,1,2",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2_128s_6q_d1_seed23.json,ok
practical_55453130_ml_digits_c0v1v2_128s_6q_d2_seed17.json,ml,multiclass_ml,test_accuracy,0.009726407006382942,8.588498839002568,883.0083743530757,1.0,0.65625,0.34375,3072,1280,768,128,55453130,8.672385412006406,17,128,6,3,digits,"0,1,2",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2_128s_6q_d2_seed17.json,ok
practical_55453130_ml_digits_c0v1v2_128s_6q_d2_seed23.json,ml,multiclass_ml,test_accuracy,0.009823836997384205,5.9755776160163805,608.2732864569616,1.0,0.59375,0.40625,3072,1280,768,128,55453130,6.0566579540027305,23,128,6,3,digits,"0,1,2",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2_128s_6q_d2_seed23.json,ok
practical_55453130_ml_digits_c0v1v2_128s_8q_d1_seed23.json,ml,multiclass_ml,test_accuracy,0.009737779997522011,5.9635573829873465,612.4144707012176,1.0,0.78125,0.21875,2048,896,1024,128,55453130,6.063958440994611,23,128,8,3,digits,"0,1,2",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2_128s_8q_d1_seed23.json,ok
practical_55453130_ml_digits_c0v1v2_128s_8q_d2_seed23.json,ml,multiclass_ml,test_accuracy,0.00976547400932759,5.913658517994918,605.5679951988432,1.0,0.625,0.375,4096,1792,1024,128,55453130,5.996006141998805,23,128,8,3,digits,"0,1,2",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2_128s_8q_d2_seed23.json,ok
practical_55453130_ml_digits_c0v1v2_192s_6q_d1_seed17.json,ml,multiclass_ml,test_accuracy,0.011751020996598527,7.155507970019244,608.9264900548209,1.0,0.7291666666666666,0.27083333333333337,2304,960,1152,192,55453130,7.247136451973347,17,192,6,3,digits,"0,1,2",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2_192s_6q_d1_seed17.json,ok
practical_55453130_ml_digits_c0v1v2_192s_6q_d2_seed17.json,ml,multiclass_ml,test_accuracy,0.01163681098842062,7.165092173992889,615.7264375199201,1.0,0.7708333333333334,0.22916666666666663,4608,1920,1152,192,55453130,7.275795441004448,17,192,6,3,digits,"0,1,2",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2_192s_6q_d2_seed17.json,ok
practical_55453130_ml_digits_c0v1v2_192s_8q_d1_seed17.json,ml,multiclass_ml,test_accuracy,0.01169020400266163,6.766983431996778,578.8593107918449,1.0,0.6875,0.3125,3072,1344,1536,192,55453130,6.888019406993408,17,192,8,3,digits,"0,1,2",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2_192s_8q_d1_seed17.json,ok
practical_55453130_ml_digits_c0v1v2_192s_8q_d1_seed23.json,ml,multiclass_ml,test_accuracy,0.011717585992300883,5.800248149986146,495.003676849245,0.9791666666666666,0.75,0.22916666666666663,3072,1344,1536,192,55453130,5.894910097005777,23,192,8,3,digits,"0,1,2",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2_192s_8q_d1_seed23.json,ok
practical_55453130_ml_digits_c0v1v2_192s_8q_d2_seed17.json,ml,multiclass_ml,test_accuracy,0.011752154998248443,23.47851294800057,1997.8049090996367,1.0,0.6875,0.3125,6144,2688,1536,192,55453130,23.57335422100732,17,192,8,3,digits,"0,1,2",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2_192s_8q_d2_seed17.json,ok
practical_55453130_ml_digits_c0v1v2_192s_8q_d2_seed23.json,ml,multiclass_ml,test_accuracy,0.011734568979591131,5.979547258000821,509.56684207153273,0.9791666666666666,0.6458333333333334,0.33333333333333326,6144,2688,1536,192,55453130,6.074610152019886,23,192,8,3,digits,"0,1,2",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2_192s_8q_d2_seed23.json,ok
practical_55453130_ml_digits_c0v1v2_256s_4q_d1_seed23.json,ml,multiclass_ml,test_accuracy,0.013294402015162632,5.739098814985482,431.69288911527434,0.984375,0.8125,0.171875,2048,768,1024,256,55453130,5.8471502480097115,23,256,4,3,digits,"0,1,2",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2_256s_4q_d1_seed23.json,ok
practical_55453130_ml_digits_c0v1v2_256s_4q_d2_seed23.json,ml,multiclass_ml,test_accuracy,0.013337506010429934,5.883430952992057,441.11927285290164,0.984375,0.671875,0.3125,4096,1536,1024,256,55453130,5.99478449500748,23,256,4,3,digits,"0,1,2",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2_256s_4q_d2_seed23.json,ok
practical_55453130_ml_digits_c0v1v2_256s_8q_d1_seed17.json,ml,multiclass_ml,test_accuracy,0.013800218002870679,9.094022692006547,658.9767415351581,1.0,0.71875,0.28125,4096,1792,2048,256,55453130,9.199980033998145,17,256,8,3,digits,"0,1,2",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2_256s_8q_d1_seed17.json,ok
practical_55453130_ml_digits_c0v1v2_256s_8q_d2_seed17.json,ml,multiclass_ml,test_accuracy,0.013872327021090314,6.360020980006084,458.4682130356966,1.0,0.671875,0.328125,8192,3584,2048,256,55453130,6.465845895989332,17,256,8,3,digits,"0,1,2",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2_256s_8q_d2_seed17.json,ok
practical_55453130_ml_digits_c0v1v2v3_128s_4q_d1_seed23.json,ml,multiclass_ml,test_accuracy,0.00985634999233298,6.115719168999931,620.4851870882429,0.9375,0.78125,0.15625,1024,384,512,128,55453130,6.195846927003004,23,128,4,4,digits,"0,1,2,3",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2v3_128s_4q_d1_seed23.json,ok
practical_55453130_ml_digits_c0v1v2v3_128s_4q_d2_seed23.json,ml,multiclass_ml,test_accuracy,0.009702071984065697,5.916721391986357,609.841011456496,0.9375,0.78125,0.15625,2048,768,512,128,55453130,5.997191283997381,23,128,4,4,digits,"0,1,2,3",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2v3_128s_4q_d2_seed23.json,ok
practical_55453130_ml_digits_c0v1v2v3_128s_8q_d1_seed17.json,ml,multiclass_ml,test_accuracy,0.009873834991594777,6.39393994002603,647.5639855708496,0.96875,0.78125,0.1875,2048,896,1024,128,55453130,6.475060066004517,17,128,8,4,digits,"0,1,2,3",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2v3_128s_8q_d1_seed17.json,ok
practical_55453130_ml_digits_c0v1v2v3_128s_8q_d2_seed17.json,ml,multiclass_ml,test_accuracy,0.031613305007340387,5.980574154003989,189.1790229656577,0.96875,0.625,0.34375,4096,1792,1024,128,55453130,6.084219140990172,17,128,8,4,digits,"0,1,2,3",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2v3_128s_8q_d2_seed17.json,ok
practical_55453130_ml_digits_c0v1v2v3_192s_4q_d1_seed17.json,ml,multiclass_ml,test_accuracy,0.01190233597299084,6.042363768996438,507.66200708062365,0.8541666666666666,0.75,0.10416666666666663,1536,576,768,192,55453130,6.138301889994182,17,192,4,4,digits,"0,1,2,3",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2v3_192s_4q_d1_seed17.json,ok
practical_55453130_ml_digits_c0v1v2v3_192s_4q_d1_seed23.json,ml,multiclass_ml,test_accuracy,0.01195276397629641,5.723038244992495,478.80458915961884,0.9166666666666666,0.7708333333333334,0.14583333333333326,1536,576,768,192,55453130,5.832374288991559,23,192,4,4,digits,"0,1,2,3",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2v3_192s_4q_d1_seed23.json,ok
practical_55453130_ml_digits_c0v1v2v3_192s_4q_d2_seed17.json,ml,multiclass_ml,test_accuracy,0.01195438700960949,6.497681043983903,543.5394586741056,0.8541666666666666,0.6875,0.16666666666666663,3072,1152,768,192,55453130,6.593480506999185,17,192,4,4,digits,"0,1,2,3",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2v3_192s_4q_d2_seed17.json,ok
practical_55453130_ml_digits_c0v1v2v3_192s_4q_d2_seed23.json,ml,multiclass_ml,test_accuracy,0.011895693023689091,6.213252240995644,522.3110775154141,0.9166666666666666,0.6666666666666666,0.25,3072,1152,768,192,55453130,6.308411270991201,23,192,4,4,digits,"0,1,2,3",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2v3_192s_4q_d2_seed23.json,ok
practical_55453130_ml_digits_c0v1v2v3_192s_6q_d1_seed23.json,ml,multiclass_ml,test_accuracy,0.012175204989034683,5.918138753972016,486.0812412852228,1.0,0.7083333333333334,0.29166666666666663,2304,960,1152,192,55453130,6.06686956298654,23,192,6,4,digits,"0,1,2,3",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2v3_192s_6q_d1_seed23.json,ok
practical_55453130_ml_digits_c0v1v2v3_192s_6q_d2_seed23.json,ml,multiclass_ml,test_accuracy,0.012135787983424962,5.934435236005811,489.00287678979333,1.0,0.7708333333333334,0.22916666666666663,4608,1920,1152,192,55453130,6.030860759987263,23,192,6,4,digits,"0,1,2,3",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2v3_192s_6q_d2_seed23.json,ok
practical_55453130_ml_digits_c0v1v2v3_256s_4q_d1_seed17.json,ml,multiclass_ml,test_accuracy,0.01381647601374425,6.114951297990046,442.58400563986515,0.96875,0.765625,0.203125,2048,768,1024,256,55453130,6.224206626997329,17,256,4,4,digits,"0,1,2,3",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2v3_256s_4q_d1_seed17.json,ok
practical_55453130_ml_digits_c0v1v2v3_256s_4q_d2_seed17.json,ml,multiclass_ml,test_accuracy,0.013711582985706627,6.293511094991118,458.9923061073011,0.96875,0.59375,0.375,4096,1536,1024,256,55453130,6.401995210995665,17,256,4,4,digits,"0,1,2,3",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2v3_256s_4q_d2_seed17.json,ok
practical_55453130_ml_digits_c0v1v2v3_256s_6q_d1_seed17.json,ml,multiclass_ml,test_accuracy,0.014100055006565526,6.28502118299366,445.74444426401976,0.984375,0.75,0.234375,3072,1280,1536,256,55453130,6.40438315900974,17,256,6,4,digits,"0,1,2,3",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2v3_256s_6q_d1_seed17.json,ok
practical_55453130_ml_digits_c0v1v2v3_256s_6q_d1_seed23.json,ml,multiclass_ml,test_accuracy,0.01405504799913615,5.456495326012373,388.22317265282476,0.984375,0.71875,0.265625,3072,1280,1536,256,55453130,5.565903370006708,23,256,6,4,digits,"0,1,2,3",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2v3_256s_6q_d1_seed23.json,ok
practical_55453130_ml_digits_c0v1v2v3_256s_6q_d2_seed17.json,ml,multiclass_ml,test_accuracy,0.014080295979510993,6.314743242983241,448.48085950552235,0.984375,0.5625,0.421875,6144,2560,1536,256,55453130,6.421503677003784,17,256,6,4,digits,"0,1,2,3",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2v3_256s_6q_d2_seed17.json,ok
practical_55453130_ml_digits_c0v1v2v3_256s_6q_d2_seed23.json,ml,multiclass_ml,test_accuracy,0.014064446004340425,5.2470184760168195,373.06968752253294,0.984375,0.640625,0.34375,6144,2560,1536,256,55453130,5.35750988899963,23,256,6,4,digits,"0,1,2,3",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2v3_256s_6q_d2_seed23.json,ok
practical_55453130_ml_digits_c0v1v2v3_256s_8q_d1_seed23.json,ml,multiclass_ml,test_accuracy,0.014087060000747442,5.826324103982188,413.5940433044972,0.984375,0.703125,0.28125,4096,1792,2048,256,55453130,5.936783556011505,23,256,8,4,digits,"0,1,2,3",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2v3_256s_8q_d1_seed23.json,ok
practical_55453130_ml_digits_c0v1v2v3_256s_8q_d2_seed23.json,ml,multiclass_ml,test_accuracy,0.01401432798593305,5.555693362985039,396.42952331082824,0.984375,0.625,0.359375,8192,3584,2048,256,55453130,5.671072078985162,23,256,8,4,digits,"0,1,2,3",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c0v1v2v3_256s_8q_d2_seed23.json,ok
practical_55453130_ml_digits_c3v5v8_128s_4q_d1_seed17.json,ml,multiclass_ml,test_accuracy,0.00953932898119092,6.485285545990337,679.84714216038,0.96875,0.625,0.34375,1024,384,512,128,55453130,6.566658298979746,17,128,4,3,digits,"3,5,8",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c3v5v8_128s_4q_d1_seed17.json,ok
practical_55453130_ml_digits_c3v5v8_128s_4q_d1_seed23.json,ml,multiclass_ml,test_accuracy,0.009553762996802106,5.973542471998371,625.2554594454427,0.96875,0.71875,0.25,1024,384,512,128,55453130,6.054024832003051,23,128,4,3,digits,"3,5,8",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c3v5v8_128s_4q_d1_seed23.json,ok
practical_55453130_ml_digits_c3v5v8_128s_4q_d2_seed17.json,ml,multiclass_ml,test_accuracy,0.009524267981760204,6.955539499991573,730.2964924246181,0.96875,0.71875,0.25,2048,768,512,128,55453130,7.036425080994377,17,128,4,3,digits,"3,5,8",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c3v5v8_128s_4q_d2_seed17.json,ok
practical_55453130_ml_digits_c3v5v8_128s_4q_d2_seed23.json,ml,multiclass_ml,test_accuracy,0.009623688994906843,6.014179834979586,624.9349743287089,0.96875,0.65625,0.3125,2048,768,512,128,55453130,6.094762489985442,23,128,4,3,digits,"3,5,8",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c3v5v8_128s_4q_d2_seed23.json,ok
practical_55453130_ml_digits_c3v5v8_128s_6q_d1_seed23.json,ml,multiclass_ml,test_accuracy,0.009883723017992452,5.80179817599128,587.005338517643,1.0,0.6875,0.3125,1536,640,768,128,55453130,5.880181232991163,23,128,6,3,digits,"3,5,8",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c3v5v8_128s_6q_d1_seed23.json,ok
practical_55453130_ml_digits_c3v5v8_128s_6q_d2_seed23.json,ml,multiclass_ml,test_accuracy,0.009799420018680394,5.587618630001089,570.1989117059528,1.0,0.6875,0.3125,3072,1280,768,128,55453130,5.692823535006028,23,128,6,3,digits,"3,5,8",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c3v5v8_128s_6q_d2_seed23.json,ok
practical_55453130_ml_digits_c3v5v8_192s_4q_d1_seed17.json,ml,multiclass_ml,test_accuracy,0.011334887996781617,6.3029666829970665,556.0678398222113,0.9583333333333334,0.6458333333333334,0.3125,1536,576,768,192,55453130,6.396839002991328,17,192,4,3,digits,"3,5,8",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c3v5v8_192s_4q_d1_seed17.json,ok
practical_55453130_ml_digits_c3v5v8_192s_4q_d2_seed17.json,ml,multiclass_ml,test_accuracy,0.011320229008561,7.017667628009804,619.9227615185739,0.9583333333333334,0.5625,0.39583333333333337,3072,1152,768,192,55453130,7.111256859992864,17,192,4,3,digits,"3,5,8",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c3v5v8_192s_4q_d2_seed17.json,ok
practical_55453130_ml_digits_c3v5v8_192s_6q_d1_seed17.json,ml,multiclass_ml,test_accuracy,0.011448507983004674,6.852584666979965,598.5570064809001,0.9583333333333334,0.5625,0.39583333333333337,2304,960,1152,192,55453130,6.954215545003535,17,192,6,3,digits,"3,5,8",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c3v5v8_192s_6q_d1_seed17.json,ok
practical_55453130_ml_digits_c3v5v8_192s_6q_d1_seed23.json,ml,multiclass_ml,test_accuracy,0.0114814690023195,5.832368798000971,507.981060334937,0.9791666666666666,0.625,0.35416666666666663,2304,960,1152,192,55453130,5.9276089319901075,23,192,6,3,digits,"3,5,8",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c3v5v8_192s_6q_d1_seed23.json,ok
practical_55453130_ml_digits_c3v5v8_192s_6q_d2_seed17.json,ml,multiclass_ml,test_accuracy,0.01151876398944296,6.964533109014155,604.6250374950998,0.9583333333333334,0.6666666666666666,0.29166666666666674,4608,1920,1152,192,55453130,7.059080398990773,17,192,6,3,digits,"3,5,8",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c3v5v8_192s_6q_d2_seed17.json,ok
practical_55453130_ml_digits_c3v5v8_192s_6q_d2_seed23.json,ml,multiclass_ml,test_accuracy,0.011604437982896343,6.005052048014477,517.4789211563075,0.9791666666666666,0.6666666666666666,0.3125,4608,1920,1152,192,55453130,6.100608066015411,23,192,6,3,digits,"3,5,8",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c3v5v8_192s_6q_d2_seed23.json,ok
practical_55453130_ml_digits_c3v5v8_192s_8q_d1_seed23.json,ml,multiclass_ml,test_accuracy,0.011615560011705384,6.040149112988729,520.0049852871382,1.0,0.7083333333333334,0.29166666666666663,3072,1344,1536,192,55453130,6.136172976985108,23,192,8,3,digits,"3,5,8",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c3v5v8_192s_8q_d1_seed23.json,ok
practical_55453130_ml_digits_c3v5v8_192s_8q_d2_seed23.json,ml,multiclass_ml,test_accuracy,0.011601542995776981,5.759090865001781,496.4073198796159,1.0,0.7083333333333334,0.29166666666666663,6144,2688,1536,192,55453130,5.853499278018717,23,192,8,3,digits,"3,5,8",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c3v5v8_192s_8q_d2_seed23.json,ok
practical_55453130_ml_digits_c3v5v8_256s_6q_d1_seed17.json,ml,multiclass_ml,test_accuracy,0.013651357003254816,7.105495834985049,520.4974006093992,0.9375,0.546875,0.390625,3072,1280,1536,256,55453130,7.212738747999538,17,256,6,3,digits,"3,5,8",sklearn_digits,1,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c3v5v8_256s_6q_d1_seed17.json,ok
practical_55453130_ml_digits_c3v5v8_256s_6q_d2_seed17.json,ml,multiclass_ml,test_accuracy,0.013662148994626477,6.605045721022179,483.4558401917619,0.9375,0.734375,0.203125,6144,2560,1536,256,55453130,6.711776903015561,17,256,6,3,digits,"3,5,8",sklearn_digits,2,21,1,,4,chordal,7,tfim,auto,4,4,data/raw/perlmutter/practical_suite_sweep/practical_55453130_ml_digits_c3v5v8_256s_6q_d2_seed17.json,ok
